image_url1,image_url2,image_url3,image_url4,text1,text2,text3
http://www.umiacs.umd.edu/~yzyang/riddles/admin_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/admin_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/admin_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/admin_4.png,admin,social security card,see EurasiaNet archive
http://www.umiacs.umd.edu/~yzyang/riddles/adorable_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/adorable_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/adorable_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/adorable_4.png,adorable,babe,Giggle giggle
http://www.umiacs.umd.edu/~yzyang/riddles/adult_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/adult_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/adult_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/adult_4.png,adult,cougar,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/advance_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/advance_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/advance_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/advance_4.png,advance,even wrap,Halozyme Therapeutics Reports
http://www.umiacs.umd.edu/~yzyang/riddles/adventure_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/adventure_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/adventure_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/adventure_4.png,adventure,superstition mountain,hiking biking camping
http://www.umiacs.umd.edu/~yzyang/riddles/aerobics_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/aerobics_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/aerobics_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/aerobics_4.png,aerobics,low class,Gastineau gyms open
http://www.umiacs.umd.edu/~yzyang/riddles/aerosol_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/aerosol_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/aerosol_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/aerosol_4.png,aerosol,ceramic,Halozyme Therapeutics Reports
http://www.umiacs.umd.edu/~yzyang/riddles/affluent_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/affluent_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/affluent_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/affluent_4.png,affluent,sandy beach,uncrowded beaches
http://www.umiacs.umd.edu/~yzyang/riddles/afford_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/afford_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/afford_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/afford_4.png,afford,you never know,shocked Leskoven
http://www.umiacs.umd.edu/~yzyang/riddles/afraid_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/afraid_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/afraid_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/afraid_4.png,afraid,worry,screwball ruse
http://www.umiacs.umd.edu/~yzyang/riddles/agent_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/agent_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/agent_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/agent_4.png,agent,brunette,Pacgen Reports
http://www.umiacs.umd.edu/~yzyang/riddles/aging_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/aging_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/aging_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/aging_4.png,aging,slow clap,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/agree_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/agree_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/agree_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/agree_4.png,agree,service agreement,BOUCHER Yeah
http://www.umiacs.umd.edu/~yzyang/riddles/aid_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/aid_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/aid_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/aid_4.png,aid,visual information source,freight forwarding localization
http://www.umiacs.umd.edu/~yzyang/riddles/aim_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/aim_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/aim_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/aim_4.png,aim,individual sport,XKSD What
http://www.umiacs.umd.edu/~yzyang/riddles/air_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/air_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/air_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/air_4.png,air,wind turbine,TEXOMA Water
http://www.umiacs.umd.edu/~yzyang/riddles/airbag_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/airbag_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/airbag_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/airbag_4.png,airbag,fiducial,Nanette Maxim
http://www.umiacs.umd.edu/~yzyang/riddles/airplane_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/airplane_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/airplane_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/airplane_4.png,airplane,passenger airplane,Lightning flickered
http://www.umiacs.umd.edu/~yzyang/riddles/airport_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/airport_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/airport_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/airport_4.png,airport,water route,TEXOMA Water
http://www.umiacs.umd.edu/~yzyang/riddles/aisle_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/aisle_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/aisle_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/aisle_4.png,aisle,airport terminal,hardwood floors fireplace
http://www.umiacs.umd.edu/~yzyang/riddles/alarm_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/alarm_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/alarm_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/alarm_4.png,alarm,steam,beyond nuisance Warma
http://www.umiacs.umd.edu/~yzyang/riddles/alaska_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/alaska_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/alaska_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/alaska_4.png,alaska,north american porcupine,TEXOMA Water
http://www.umiacs.umd.edu/~yzyang/riddles/albino_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/albino_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/albino_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/albino_4.png,albino,bushbuck,luna moths
http://www.umiacs.umd.edu/~yzyang/riddles/album_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/album_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/album_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/album_4.png,album,bare one's soul,Lanky brooding Superman
http://www.umiacs.umd.edu/~yzyang/riddles/alcohol_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/alcohol_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/alcohol_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/alcohol_4.png,alcohol,liquor glass,sudsy ammonia
http://www.umiacs.umd.edu/~yzyang/riddles/alert_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/alert_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/alert_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/alert_4.png,alert,trigger warn,tactile keypad
http://www.umiacs.umd.edu/~yzyang/riddles/algae_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/algae_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/algae_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/algae_4.png,algae,hydrilla,mosses lichens
http://www.umiacs.umd.edu/~yzyang/riddles/allergy_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/allergy_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/allergy_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/allergy_4.png,allergy,milk chocolate,viral McSween
http://www.umiacs.umd.edu/~yzyang/riddles/alley_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/alley_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/alley_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/alley_4.png,alley,alder tree,brick archway
http://www.umiacs.umd.edu/~yzyang/riddles/alliance_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/alliance_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/alliance_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/alliance_4.png,alliance,engagement ring,Halozyme Therapeutics Reports
http://www.umiacs.umd.edu/~yzyang/riddles/alone_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/alone_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/alone_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/alone_4.png,alone,giant mountain,hiking biking camping
http://www.umiacs.umd.edu/~yzyang/riddles/alphabet_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/alphabet_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/alphabet_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/alphabet_4.png,alphabet,colophon,Napkin rings
http://www.umiacs.umd.edu/~yzyang/riddles/aluminum_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/aluminum_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/aluminum_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/aluminum_4.png,aluminum,metal alloy,aluminum
http://www.umiacs.umd.edu/~yzyang/riddles/amazed_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/amazed_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/amazed_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/amazed_4.png,amazed,make them happy,Natasha Richardson mourned
http://www.umiacs.umd.edu/~yzyang/riddles/amazon_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/amazon_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/amazon_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/amazon_4.png,amazon,pda,coverflow
http://www.umiacs.umd.edu/~yzyang/riddles/america_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/america_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/america_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/america_4.png,america,boston cream pie,TEXOMA Water
http://www.umiacs.umd.edu/~yzyang/riddles/american_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/american_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/american_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/american_4.png,american,green pea,slaws
http://www.umiacs.umd.edu/~yzyang/riddles/amp_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/amp_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/amp_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/amp_4.png,amp,photodetector,tile carpentry sheetrock
http://www.umiacs.umd.edu/~yzyang/riddles/amplify_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/amplify_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/amplify_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/amplify_4.png,amplify,visual,viral McSween
http://www.umiacs.umd.edu/~yzyang/riddles/amuse_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/amuse_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/amuse_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/amuse_4.png,amuse,simulacrum,colorful geometric shapes
http://www.umiacs.umd.edu/~yzyang/riddles/analog_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/analog_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/analog_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/analog_4.png,analog,dipole moment,tile carpentry sheetrock
http://www.umiacs.umd.edu/~yzyang/riddles/analyze_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/analyze_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/analyze_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/analyze_4.png,analyze,representatively,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/anarchy_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/anarchy_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/anarchy_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/anarchy_4.png,anarchy,darkness,screwball ruse
http://www.umiacs.umd.edu/~yzyang/riddles/ancestor_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/ancestor_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/ancestor_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/ancestor_4.png,ancestor,family tree,Safiya Godlas
http://www.umiacs.umd.edu/~yzyang/riddles/anchor_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/anchor_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/anchor_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/anchor_4.png,anchor,camera lucida,Safiya Godlas
http://www.umiacs.umd.edu/~yzyang/riddles/ancient_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/ancient_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/ancient_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/ancient_4.png,ancient,redwood tree,terra cotta busts
http://www.umiacs.umd.edu/~yzyang/riddles/android_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/android_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/android_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/android_4.png,android,screen shoot,Lanky brooding Superman
http://www.umiacs.umd.edu/~yzyang/riddles/anger_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/anger_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/anger_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/anger_4.png,anger,government relate entity,horribly horribly deranged
http://www.umiacs.umd.edu/~yzyang/riddles/angry_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/angry_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/angry_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/angry_4.png,angry,spit image,Safiya Godlas
http://www.umiacs.umd.edu/~yzyang/riddles/animal_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/animal_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/animal_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/animal_4.png,animal,african forest elephant,deer raccoons
http://www.umiacs.umd.edu/~yzyang/riddles/announce_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/announce_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/announce_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/announce_4.png,announce,saber see,Pacgen Reports
http://www.umiacs.umd.edu/~yzyang/riddles/annoyed_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/annoyed_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/annoyed_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/annoyed_4.png,annoyed,scatterbrain,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/answer_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/answer_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/answer_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/answer_4.png,answer,access course,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/ant_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/ant_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/ant_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/ant_4.png,ant,ant,luna moths
http://www.umiacs.umd.edu/~yzyang/riddles/antenna_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/antenna_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/antenna_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/antenna_4.png,antenna,froghopper,elongated snout
http://www.umiacs.umd.edu/~yzyang/riddles/antique_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/antique_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/antique_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/antique_4.png,antique,zebrawood,Hand quilting
http://www.umiacs.umd.edu/~yzyang/riddles/ants_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/ants_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/ants_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/ants_4.png,ants,cabbage moth,hummingbird moth
http://www.umiacs.umd.edu/~yzyang/riddles/antsy_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/antsy_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/antsy_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/antsy_4.png,antsy,good guy,screwball ruse
http://www.umiacs.umd.edu/~yzyang/riddles/anxiety_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/anxiety_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/anxiety_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/anxiety_4.png,anxiety,muscle relaxant,Halozyme Therapeutics Reports
http://www.umiacs.umd.edu/~yzyang/riddles/anxious_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/anxious_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/anxious_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/anxious_4.png,anxious,good guy,Natasha Richardson mourned
http://www.umiacs.umd.edu/~yzyang/riddles/aperture_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/aperture_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/aperture_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/aperture_4.png,aperture,camera lucida,dust mote
http://www.umiacs.umd.edu/~yzyang/riddles/app_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/app_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/app_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/app_4.png,app,webpage,viral McSween
http://www.umiacs.umd.edu/~yzyang/riddles/apparel_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/apparel_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/apparel_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/apparel_4.png,apparel,interior designer,marble floorings
http://www.umiacs.umd.edu/~yzyang/riddles/appendix_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/appendix_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/appendix_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/appendix_4.png,appendix,cuboid bone,Artificial retina
