image_url1,image_url2,image_url3,image_url4,text1,text2,text3,text4
http://www.umiacs.umd.edu/~yzyang/riddles/afford_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/afford_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/afford_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/afford_4.png,afford,get gift,hamper,shocked Leskoven
http://www.umiacs.umd.edu/~yzyang/riddles/afraid_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/afraid_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/afraid_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/afraid_4.png,afraid,worry,baggy sweatpants,screwball ruse
http://www.umiacs.umd.edu/~yzyang/riddles/agent_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/agent_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/agent_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/agent_4.png,agent,brunette,leather holster,Pacgen Reports
http://www.umiacs.umd.edu/~yzyang/riddles/aging_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/aging_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/aging_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/aging_4.png,aging,natural science,papery skin,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/agree_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/agree_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/agree_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/agree_4.png,agree,legal agreement,X acto knife,BOUCHER Yeah
http://www.umiacs.umd.edu/~yzyang/riddles/aid_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/aid_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/aid_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/aid_4.png,aid,visual information source,Dremel rotary tool,freight forwarding localization
http://www.umiacs.umd.edu/~yzyang/riddles/aim_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/aim_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/aim_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/aim_4.png,aim,cue sport,Glowing embers,XKSD What
http://www.umiacs.umd.edu/~yzyang/riddles/air_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/air_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/air_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/air_4.png,air,wind turbine,SNES controller,TEXOMA Water
http://www.umiacs.umd.edu/~yzyang/riddles/airbag_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/airbag_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/airbag_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/airbag_4.png,airbag,susceptor,suction hoses,Nanette Maxim
http://www.umiacs.umd.edu/~yzyang/riddles/airplane_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/airplane_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/airplane_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/airplane_4.png,airplane,passenger airplane,fighter jet,Lightning flickered
http://www.umiacs.umd.edu/~yzyang/riddles/airport_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/airport_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/airport_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/airport_4.png,airport,military airplane,plane,TEXOMA Water
http://www.umiacs.umd.edu/~yzyang/riddles/aisle_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/aisle_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/aisle_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/aisle_4.png,aisle,dress room,marble altar,hardwood floors fireplace
http://www.umiacs.umd.edu/~yzyang/riddles/alarm_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/alarm_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/alarm_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/alarm_4.png,alarm,camera obscura,curtain tiebacks,beyond nuisance Warma
http://www.umiacs.umd.edu/~yzyang/riddles/alaska_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/alaska_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/alaska_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/alaska_4.png,alaska,bushbuck,cock pheasant,TEXOMA Water
http://www.umiacs.umd.edu/~yzyang/riddles/albino_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/albino_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/albino_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/albino_4.png,albino,bushbuck,spectacled bear,luna moths
http://www.umiacs.umd.edu/~yzyang/riddles/album_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/album_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/album_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/album_4.png,album,abstract model,hardbound book,Lanky brooding Superman
http://www.umiacs.umd.edu/~yzyang/riddles/alcohol_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/alcohol_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/alcohol_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/alcohol_4.png,alcohol,bottle wine,margarita glasses,sudsy ammonia
http://www.umiacs.umd.edu/~yzyang/riddles/alert_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/alert_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/alert_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/alert_4.png,alert,visual call sign,Backboards everywhere kids,tactile keypad
http://www.umiacs.umd.edu/~yzyang/riddles/algae_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/algae_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/algae_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/algae_4.png,algae,plant spore,sawfly larvae,mosses lichens
http://www.umiacs.umd.edu/~yzyang/riddles/allergy_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/allergy_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/allergy_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/allergy_4.png,allergy,gloxinia,warm washcloth,viral McSween
http://www.umiacs.umd.edu/~yzyang/riddles/alley_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/alley_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/alley_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/alley_4.png,alley,staircase,convent,brick archway
http://www.umiacs.umd.edu/~yzyang/riddles/alliance_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/alliance_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/alliance_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/alliance_4.png,alliance,engagement ring,pleated fabric,Halozyme Therapeutics Reports
http://www.umiacs.umd.edu/~yzyang/riddles/alone_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/alone_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/alone_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/alone_4.png,alone,person in relationship,Hiker dies,hiking biking camping
http://www.umiacs.umd.edu/~yzyang/riddles/alphabet_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/alphabet_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/alphabet_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/alphabet_4.png,alphabet,alphabet soup,Scrabble tile,Napkin rings
http://www.umiacs.umd.edu/~yzyang/riddles/aluminum_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/aluminum_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/aluminum_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/aluminum_4.png,aluminum,stainless steel,nylon bristle brush,aluminum
http://www.umiacs.umd.edu/~yzyang/riddles/amazed_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/amazed_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/amazed_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/amazed_4.png,amazed,understand it,Ralph Lauren polo shirt,Natasha Richardson mourned
http://www.umiacs.umd.edu/~yzyang/riddles/amazon_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/amazon_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/amazon_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/amazon_4.png,amazon,pda,mouse trackpad,coverflow
http://www.umiacs.umd.edu/~yzyang/riddles/america_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/america_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/america_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/america_4.png,america,boston cream pie,terra cotta pot,TEXOMA Water
http://www.umiacs.umd.edu/~yzyang/riddles/american_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/american_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/american_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/american_4.png,american,oreo,french bread,slaws
http://www.umiacs.umd.edu/~yzyang/riddles/amp_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/amp_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/amp_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/amp_4.png,amp,slide projector,pedalboard,tile carpentry sheetrock
http://www.umiacs.umd.edu/~yzyang/riddles/amplify_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/amplify_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/amplify_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/amplify_4.png,amplify,visuality,Centrifuges enrich uranium,viral McSween
http://www.umiacs.umd.edu/~yzyang/riddles/amuse_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/amuse_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/amuse_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/amuse_4.png,amuse,cartoon character,wiggly worm,colorful geometric shapes
http://www.umiacs.umd.edu/~yzyang/riddles/analog_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/analog_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/analog_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/analog_4.png,analog,visual communication,analog comparator,tile carpentry sheetrock
http://www.umiacs.umd.edu/~yzyang/riddles/analyze_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/analyze_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/analyze_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/analyze_4.png,analyze,mathematical markup language,ziploc bag,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/anarchy_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/anarchy_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/anarchy_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/anarchy_4.png,anarchy,darkness,forth Solov quips,screwball ruse
http://www.umiacs.umd.edu/~yzyang/riddles/ancestor_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/ancestor_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/ancestor_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/ancestor_4.png,ancestor,model organism,wooden plinth,Safiya Godlas
http://www.umiacs.umd.edu/~yzyang/riddles/anchor_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/anchor_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/anchor_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/anchor_4.png,anchor,cartoon character,wooden skewer,Safiya Godlas
http://www.umiacs.umd.edu/~yzyang/riddles/ancient_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/ancient_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/ancient_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/ancient_4.png,ancient,spinifex,Moorish castle,terra cotta busts
http://www.umiacs.umd.edu/~yzyang/riddles/android_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/android_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/android_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/android_4.png,android,cartoon character,velcro strap,Lanky brooding Superman
http://www.umiacs.umd.edu/~yzyang/riddles/anger_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/anger_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/anger_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/anger_4.png,anger,ire,white domestic shorthair,horribly horribly deranged
http://www.umiacs.umd.edu/~yzyang/riddles/angry_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/angry_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/angry_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/angry_4.png,angry,ire,monkey,Safiya Godlas
http://www.umiacs.umd.edu/~yzyang/riddles/animal_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/animal_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/animal_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/animal_4.png,animal,critter,leopard cub,deer raccoons
http://www.umiacs.umd.edu/~yzyang/riddles/announce_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/announce_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/announce_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/announce_4.png,announce,girl talk,allen wrench,Pacgen Reports
http://www.umiacs.umd.edu/~yzyang/riddles/annoyed_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/annoyed_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/annoyed_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/annoyed_4.png,annoyed,scatterbrain,ruffled panties,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/answer_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/answer_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/answer_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/answer_4.png,answer,learn thing,forth Solov quips,MookieTheCat
http://www.umiacs.umd.edu/~yzyang/riddles/ant_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/ant_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/ant_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/ant_4.png,ant,ant,ant,luna moths
http://www.umiacs.umd.edu/~yzyang/riddles/antenna_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/antenna_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/antenna_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/antenna_4.png,antenna,froghopper,dowel rod,elongated snout
http://www.umiacs.umd.edu/~yzyang/riddles/antique_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/antique_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/antique_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/antique_4.png,antique,antique shop,wood lathe,Hand quilting
http://www.umiacs.umd.edu/~yzyang/riddles/ants_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/ants_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/ants_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/ants_4.png,ants,cabbage moth,ants,hummingbird moth
http://www.umiacs.umd.edu/~yzyang/riddles/antsy_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/antsy_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/antsy_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/antsy_4.png,antsy,think back,shaking maracas,screwball ruse
http://www.umiacs.umd.edu/~yzyang/riddles/anxiety_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/anxiety_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/anxiety_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/anxiety_4.png,anxiety,hypertension,speculum,Halozyme Therapeutics Reports
http://www.umiacs.umd.edu/~yzyang/riddles/anxious_1.png,http://www.umiacs.umd.edu/~yzyang/riddles/anxious_2.png,http://www.umiacs.umd.edu/~yzyang/riddles/anxious_3.png,http://www.umiacs.umd.edu/~yzyang/riddles/anxious_4.png,anxious,easy on eye,flat brimmed hat,Natasha Richardson mourned
