ImageName	GUR	Baseline	GUR-wt	Baseline-wt	Difference
aperture	refract_telescope	dust_mote	0.746640459738	0.641762653723	0.104877806015
display	display_case	ceramic_tiled_floor	0.857987920623	0.652910556369	0.205077364254
bathroom	bathroom	tile_carpentry_sheetrock	1.0	0.717102900385	0.282897099615
sock	dress_shoe	UDBKL	0.763627423335	0.624969714951	0.138657708384
atlantic	atlantic_ocean	breathtaking_vista	0.900240300728	0.599520153086	0.300720147642
kitchen	restaurant_space	HYEOF	0.745107450908	0.633900314159	0.111207136749
couch	sit_on_couch	hardwood_floors_fireplace	0.854677731757	0.724430742199	0.130246989558
can	drink_can	Remove_ramekins	0.876623623289	0.612866940758	0.263756682531
couple	in_two	UDBKL	0.781169275899	0.646151736674	0.135017539225
ginger	tatsoi	resembling_flower_petals	0.792503654493	0.683527848406	0.108975806087
danger	danger	UDBKL	1.0	0.631646217349	0.368353782651
deal	service_agreement	HYEOF	0.756200850959	0.588752363948	0.167448487011
deer	elk	Turkeys_wild_boar	0.910457277394	0.803836708817	0.106620568577
turkey	butter_chicken	housemade_desserts	0.77997108268	0.679838572712	0.100132509968
track	run_race	HYEOF	0.701788804212	0.586819226105	0.114969578107
corn	corn_wheat	Dryland_cotton	0.962027623864	0.778638137422	0.183389486442
america	boston_cream_pie	TEXOMA_Water	0.688355916302	0.570391792656	0.117964123646
coin	gold_coin	marble_floorings	0.917980146967	0.590056086406	0.327924060561
jacket	dress_room	UDBKL	0.726432617881	0.625351969397	0.101080648484
airplane	passenger_airplane	UDBKL	0.927206209837	0.623479001549	0.303727208288
curve	dihedral_angle	HYEOF	0.690045615812	0.57131956064	0.118726055172
love	platonic_love	HYEOF	0.924831107475	0.679212588208	0.245618519267
sweet	sweet_sixteen	niblets	0.892407296742	0.76032306341	0.132084233332
good	in_good_spirit	Americans_newfound_frugality	0.843154089679	0.609907322236	0.233246767443
country	country_music	HYEOF	0.883110144844	0.663059505303	0.220050639541
owl	owl	Barn_owl	1.0	0.877017301864	0.122982698136
video	video	swivel_webcam	1.0	0.706410520774	0.293589479226
message	message_in_bottle	HYEOF	0.807545892312	0.600930008636	0.206615883676
toy	toy_car	Santa_Claus_Witters	0.89882252638	0.658469339974	0.240353186406
electric	electric_blue	TEXOMA_Water	0.882093584622	0.605754908868	0.276338675754
stamp	postage_stamp	Napkin_rings	0.910747430627	0.601641703342	0.309105727285
hallway	hallway	tiled_foyer	1.0	0.784140599467	0.215859400533
treasure	treasure_chest	awe_inspiring_vistas	0.864188864234	0.643971070088	0.220217794146
flag	national_flag	HYEOF	0.88697814923	0.603255875327	0.283722273903
magic	image_magic	colorful_geometric_shapes	0.872397217767	0.635056166725	0.237341051042
music	crowd_art	Toenail_painting	0.696914360754	0.589834718945	0.107079641809
snowy	snowy_mountain	winter_wonderlands	0.914853268988	0.773405795335	0.141447473653
chemical	nuclear_chemistry	Pomarede	0.738057240814	0.636604452371	0.101452788443
iguana	iguana	lizard	1.0	0.816959159537	0.183040840463
grain	rice_flour	cacao_pod	0.793093363241	0.647333951076	0.145759412165
passion	love_yourself	HYEOF	0.736486657713	0.632763232449	0.103723425264
ill	illness	UDBKL	0.726736676631	0.621830522482	0.104906154149
cloudy	cloudy	azure_skies	1.0	0.742635893893	0.257364106107
ramp	roadway	HYEOF	0.702359940655	0.602355814619	0.100004126036
fruit	edible_fruit	resembling_flower_petals	0.919562651965	0.718029772714	0.201532879251
holder	person_with_nationality	English_handbells_ceramics	0.620856629344	0.518826081321	0.102030548023
frock	dress_room	T_shirt_satirizing	0.769461498679	0.647214880193	0.122246618486
child	little_child	HYEOF	0.889579227038	0.653881589426	0.235697637612
tank	main_battle_tank	moat_drawbridge	0.810661943745	0.62892224337	0.181739700375
teacher	charm_school	QMy_husband	0.759731982414	0.629082554577	0.130649427837
airport	military_airplane	IWEBE	0.730136242225	0.612509709348	0.117626532877
blood	red_blood	TEXOMA_Water	0.891827836549	0.572657987994	0.319169848555
heart	love_life	Safiya_Godlas	0.690701263863	0.57958917704	0.111112086823
desert	desert	mountainscape	1.0	0.71613663323	0.28386336677
pencil	pencil_mark	They_unroll_toilet	0.883954772787	0.65522141008	0.228733362707
zip	zip_fastener	resembling_flower_petals	0.881891342519	0.622313614692	0.259577727827
cabin	cabin	oak_kitchen_cabinets	1.0	0.706073672887	0.293926327113
rice	rice_cake	apples_oranges_bananas	0.89635880969	0.731058905613	0.165299904077
winter	winter_cherry	UDBKL	0.86678344017	0.630277833406	0.236505606764
lunar	moon	lensing_galaxy	0.836636133254	0.68158300175	0.155053131504
plate	plate_powder	ceramic_tiled_floor	0.867862751597	0.6322816026	0.235581148997
gallop	horse_jockey	UDBKL	0.79551839938	0.625703337434	0.169815061946
folder	favicon	see_EurasiaNet_archive	0.736071811884	0.619149676013	0.116922135871
warfare	guerrilla_warfare	screwball_ruse	0.915900647024	0.608117064916	0.307783582108
saw	see_set	UDBKL	0.719778636066	0.609302147237	0.110476488829
image	upskirt_picture	Funniest_Pictures	0.747804615292	0.606110654425	0.141693960867
water	water_vapor	FAYETTE_Water	0.911426034865	0.76531869394	0.146107340925
bunny	squirrel_monkey	loves_belly_rubs	0.800409159277	0.64766156386	0.152747595417
chill	cool_air	UDBKL	0.743539732267	0.632740378594	0.110799353673
boy	baby_boy	UDBKL	0.935802171091	0.658510245102	0.277291925989
coast-2	pacific_ocean	HYEOF	0.764639518193	0.634508365044	0.130131153149
sushi	sushi	vegan_dishes	1.0	0.818331879227	0.181668120773
yacht	sail_boat	ocean	0.849009698889	0.673539480629	0.17547021826
cyclone	snow_storm	UDBKL	0.733840233334	0.630601033011	0.103239200323
dish	dish	soup_salads_sandwiches	1.0	0.793518565448	0.206481434552
dry	dry_paint	Discard_bay	0.882575505369	0.66766112321	0.214914382159
fly	deer_fly	UDBKL	0.869768036644	0.621564112744	0.2482039239
radish	radish	salad_pears	1.0	0.814049062326	0.185950937674
mansion	mansion	Beverly_Hills_Greystone_Mansion	1.0	0.724049034149	0.275950965851
mountain	rocky_mountain	alpine_vistas	0.904724370324	0.790886237908	0.113838132416
birthday	birthday_party	Natasha_Richardson_mourned	0.914675160585	0.636659716304	0.278015444281
antique	antique_shop	Hand_quilting	0.909976179666	0.689320624025	0.220655555641
sign	street_sign	They_unroll_toilet	0.883932830096	0.572290164513	0.311642665583
flight	float_plane	IWEBE	0.773187489512	0.604743582696	0.168443906816
wok	wok	Pour_marinade	1.0	0.777809058083	0.222190941917
masculine	masculine_thing	HYEOF	0.870097524586	0.637596003677	0.232501520909
lamp	fluorescent_lamp	oversized_skylight	0.914037407488	0.680962175953	0.233075231535
saber	saber_see	English_handbells_ceramics	0.853615795559	0.617118203007	0.236497592552
extra	put_it	tile_carpentry_sheetrock	0.665297302353	0.543063604636	0.122233697717
snow	snow	winter_wonderlands	1.0	0.746253560377	0.253746439623
cats	house_cat	whale_Thewissen	0.833912258982	0.643904173362	0.19000808562
station	bus_station	BY_JEFF_KARN	0.906090033355	0.558453232088	0.347636801267
ship	cruise_ship	ocean	0.916842213322	0.684512376233	0.232329837089
mexico	indian_ocean	breathtaking_vista	0.738374636945	0.599098942444	0.139275694501
steak	steak	lamb_burgers	1.0	0.836347242291	0.163652757709
laptop	gadget	IWEBE	0.760953766046	0.626126073328	0.134827692718
fleece	satin_cloth	marble_floorings	0.751878002074	0.609353958304	0.14252404377
tag	tag_sale	Bob_Marley_decorates	0.867181573182	0.573668223971	0.293513349211
dress	dress_room	overtly_feminine	0.875712591252	0.66802464506	0.207687946192
labrador	puppy	loves_belly_rubs	0.82129165734	0.635902968832	0.185388688508
cigar	cigar_cutter	Maraschino_cherry	0.885968401301	0.656448028984	0.229520372317
notebook	pocket_computer	UDBKL	0.740534321285	0.611374767274	0.129159554011
cook	eat_utensil	IWEBE	0.794316112035	0.639733808837	0.154582303198
sneaker	dress_shoe	UDBKL	0.783177142528	0.606672114559	0.176505027969
sandal	dress_shoe	marble_floorings	0.796998810857	0.666301075287	0.13069773557
excited	make_them_happy	HYEOF	0.699834830535	0.580805537211	0.119029293324
crop	potato_crop	CDMHY	0.928464611507	0.619640074016	0.308824537491
bat	base_ball	IWEBE	0.747417615519	0.644871709257	0.102545906262
mist	mist	dappled_light	1.0	0.765020943833	0.234979056167
road	county_highway	HYEOF	0.78183011599	0.609487852228	0.172342263762
wagon	station_wagon	corncrib	0.881797616684	0.724683492654	0.15711412403
feline	critter	viral_McSween	0.779156271159	0.631842421736	0.147313849423
tunic	dress_shirt	marble_floorings	0.805438197928	0.638927744022	0.166510453906
band-2	folk_music	Featuring_disc_jockeys	0.765840507109	0.612672395685	0.153168111424
trailer	trailer_truck	IWEBE	0.943728083472	0.605535066269	0.338193017203
grape	grape	grapes_Vitis_vinifera_vinifera	1.0	0.891530984457	0.108469015543
roof	steep_slope_roof	tile_carpentry_sheetrock	0.839795859261	0.72683456472	0.112961294541
river	west_lake	bubbling_brook	0.856081395858	0.7158977528	0.140183643058
golden	golden_gate_bridge	resembling_flower_petals	0.796111295323	0.638624290452	0.157487004871
brake	car_light	tile_carpentry_sheetrock	0.715514832735	0.573933093423	0.141581739312
cannon	gatling_gun	moat_drawbridge	0.769194842023	0.618800069463	0.15039477256
oatmeal	oatmeal	crunchy_veggies	1.0	0.781683420487	0.218316579513
table	laundry_room	includes_searchable_printable	0.664826076161	0.558554034129	0.106272042032
tomato	tomato	Roasted_garlic	1.0	0.784034310361	0.215965689639
parade	procession	Gawking_bystanders_lined	0.841557196758	0.652124102082	0.189433094676
ice	ice_foot	IWEBE	0.892945274192	0.645316531969	0.247628742223
anger	ire	UDBKL	0.772185841435	0.636309957221	0.135875884214
horseman	wild_horse	Artist_Albert_Bierstadt	0.748969443938	0.644723035618	0.10424640832
snip	sew_scissor	terra_cotta_busts	0.720070906803	0.613970147005	0.106100759798
steep	rocky_mountain	Diving_kayaking_trekking	0.750367183074	0.620707954778	0.129659228296
teaching	school_teacher	kids	0.801114215249	0.661811525723	0.139302689526
towel	sanitary_towel	Wipe_skillet	0.881209144875	0.673619598921	0.207589545954
sidewalk	side_street	tile_carpentry_sheetrock	0.791109210098	0.670980552517	0.120128657581
module	network_interface_card	KF_OOE	0.750642246996	0.614527443012	0.136114803984
setting	sun_set	funk_steams	0.788203561317	0.561591898339	0.226611662978
card	card_game	symbol_UBSH	0.882547965894	0.597104112832	0.285443853062
matches	first_class_match	HYEOF	0.77388564543	0.640284075691	0.133601569739
dough	butter_chicken	Chiclone_buffets_Illinois	0.769464455106	0.635734754329	0.133729700777
student	school_child	girl	0.791311222194	0.685406610887	0.105904611307
athlete	individual_sport	UDBKL	0.770918770689	0.640762410984	0.130156359705
pear	pear	salad_pears	1.0	0.875718725542	0.124281274458
degree	degree_fahrenheit	By_Joseph_Woelfel	0.905309151369	0.564369476681	0.340939674688
polo	equestrian_sport	HYEOF	0.760873836955	0.596506324688	0.164367512267
crude	crude_petroleum_product	MookieTheCat	0.874170492384	0.635338558387	0.238831933997
pay	government_pay_service	MookieTheCat	0.855734838696	0.623544781613	0.232190057083
latte	latte	Iced_coffee	1.0	0.796789593844	0.203210406156
fuel	gas_fire	KNYCF	0.749051529131	0.632122451292	0.116929077839
triumph	win_war	IWEBE	0.778922325567	0.622218033441	0.156704292126
zen	serenity	KNYCF	0.7533042126	0.608556123551	0.144748089049
space	outer_space	perspectival	0.881261753105	0.636078198256	0.245183554849
hiphop	jazz_music	Lanky_brooding_Superman	0.785750372742	0.618840376733	0.166909996009
ballet	ballet	juggling_clowning	1.0	0.690068416241	0.309931583759
week	calendar_day	Chiclone_buffets_Illinois	0.775087843745	0.550231452462	0.224856391283
tooth	tooth	crayon_pencil	1.0	0.62005101796	0.37994898204
fire	fire	IWEBE	1.0	0.626135160284	0.373864839716
store	antique_shop	com_storefronts	0.780348263841	0.658711290239	0.121636973602
scissors	sew_scissor	Hand_quilting	0.778507470705	0.653525665684	0.124981805021
bake-3	bake_alaska	baked_custard	0.885673068743	0.775890652055	0.109782416688
basil	basil	Roasted_garlic	1.0	0.836664049473	0.163335950527
cuisine	cuisine	appetizers_soups_entrees	1.0	0.802536155156	0.197463844844
globe	first_world	Pacgen_Reports	0.742279624595	0.576375975954	0.165903648641
weight	weight_lift	IWEBE	0.883207858084	0.607670936618	0.275536921466
sunrise	sunrise	glorious_sunsets	1.0	0.723197285429	0.276802714571
yak	buffalo	IWEBE	0.742575882191	0.596254769361	0.14632111283
albino	bushbuck	luna_moths	0.740540686479	0.635006328505	0.105534357974
wedding	wed_cake	floral_embellishments	0.792109435862	0.648654219995	0.143455215867
caesar	caesar_salad	congealed_salad	0.931285215928	0.730759225651	0.200525990277
chap	fella	UDBKL	0.835540132283	0.626371854096	0.209168278187
fog	fog	Thick_smoke_obscured	1.0	0.749639345139	0.250360654861
sword	arm_sword	IWEBE	0.897492455947	0.615146749801	0.282345706146
room	this_room	airy_spacious	0.863567442708	0.713856132179	0.149711310529
bottle	bottle_wine	resembling_flower_petals	0.927308412532	0.625770299135	0.301538113397
look	look_here	UDBKL	0.90092496302	0.620561815203	0.280363147817
doctor	at_doctor	PSKXF	0.860482137665	0.640243974352	0.220238163313
dome	millennium_dome	crenellations	0.870369840721	0.734725210648	0.135644630073
month	just_in_time	Pacgen_Reports	0.690851794043	0.568566062532	0.122285731511
learning	learn_thing	HYEOF	0.752277731024	0.624944089238	0.127333641786
cloud	cloud_sky	Thick_smoke_obscured	0.921718885299	0.690007904143	0.231710981156
hotel	hotel	sunporch	1.0	0.660591174886	0.339408825114
barge	river_boat	Chiclone_buffets_Illinois	0.791793869432	0.600835888822	0.19095798061
eyebrow	saucer_eye	IWEBE	0.701172442841	0.593658509716	0.107513933125
lake	west_lake	gushing_waterfalls	0.903567804454	0.701952089694	0.20161571476
blue	sky_blue	reddish_glow	0.905643769654	0.777676991141	0.127966778513
cottage	cottage	fieldstone_foundation	1.0	0.670007392695	0.329992607305
alphabet	alphabet_soup	Napkin_rings	0.880636674994	0.606614048625	0.274022626369
adder	tiger_snake	viral_McSween	0.683221999229	0.556813096079	0.12640890315
pizza	pizza	salads_sandwiches_soups	1.0	0.785906521303	0.214093478697
minute	corner_time	IWEBE	0.735246126037	0.621776747379	0.113469378658
camera	camera_lens	LCD_viewfinder	0.939897670548	0.78657499689	0.153322673658
chips	potato_chip	fried_tempura	0.833975702299	0.674556162323	0.159419539976
house	town_house	inglenook_fireplace	0.906691122187	0.712384461844	0.194306660343
princess	flower_girl	Shabby_chic	0.769477725929	0.660965452152	0.108512273777
mint	apple_mint	resembling_flower_petals	0.91751880089	0.704162850825	0.213355950065
wind	wind_turbine	UDBKL	0.924316252503	0.630071676869	0.294244575634
phone	cordless_phone	Motorola_Webtop	0.904853408804	0.661798274664	0.24305513414
shuttle	space_shuttle	IWEBE	0.92166683474	0.633674541902	0.287992292838
trumpet	jazz_music	UDBKL	0.739427265512	0.603747499779	0.135679765733
valuable	key_money	IWEBE	0.716695085608	0.594842184513	0.121852901095
foggy	foggy	glary	1.0	0.722471653456	0.277528346544
brush	brush_hair	loves_belly_rubs	0.907501823447	0.646799085034	0.260702738413
tortoise	desert_tortoise	IWEBE	0.900126882397	0.615838979709	0.284287902688
bedroom	bedroom	inglenook_fireplace	1.0	0.755288125382	0.244711874618
speaking	talk_on_telephone	IWEBE	0.69681099907	0.592272879945	0.104538119125
business	business_cycle	MookieTheCat	0.869420328091	0.620369671368	0.249050656723
sticks	stick_thing_together	UDBKL	0.775097563077	0.616874408203	0.158223154874
strong	compressive_strength	UDBKL	0.707786434806	0.60481139782	0.102975036986
dessert	dessert	chocolate_terrine	1.0	0.844888774898	0.155111225102
swimmer	swim	scuba_diving_snorkelling	0.838674254072	0.733566183212	0.10510807086
mullet	ribbonfish	CDMHY	0.74641594534	0.626975873218	0.119440072122
onion-2	onion	steamed_cauliflower	1.0	0.801733589066	0.198266410934
orange	orange_juice	apples_oranges_bananas	0.90828894379	0.69832445653	0.20996448726
chat	girl_talk	IWEBE	0.714968824788	0.612718247705	0.102250577083
hour	time_interval	TEXOMA_Water	0.72805356435	0.558850908939	0.169202655411
cheetah	cheetah	tigers_panthers	1.0	0.790574502487	0.209425497513
pendant	chandelier_earring	marble_floorings	0.808262297662	0.641913313463	0.166348984199
pub	drink_beer	UDBKL	0.750659464963	0.630955766861	0.119703698102
baggage	baggage_carousel	UDBKL	0.889845000382	0.617982050448	0.271862949934
logs	log_cabin	wooden_trellis	0.780758451808	0.643844221342	0.136914230466
chemist	medical_scientist	MookieTheCat	0.778140052642	0.586921095799	0.191218956843
riding	dark_ride	UDBKL	0.776322464079	0.61303334526	0.163289118819
luxury	penthouse	cozy_fireplaces	0.742159367396	0.640538553314	0.101620814082
sunny	sunny	WEATHER_Mostly_sunny	1.0	0.879719880976	0.120280119024
vision	binocular_vision	light_refracting	0.895254667485	0.661921274316	0.233333393169
moon	moon	Partial_lunar_eclipse	1.0	0.78086097168	0.21913902832
closet	dress_room	oversized_skylight	0.766595837093	0.657266531999	0.109329305094
doll	russian_doll	cute	0.872611034685	0.714542080406	0.158068954279
traffic	traffic	Accidents_snarl	1.0	0.692789611693	0.307210388307
village	town_house	clapboard_cottages	0.836447821004	0.68006634559	0.156381475414
tennis	table_tennis	HYEOF	0.877919570535	0.636216754159	0.241702816376
brother	father_son	Natasha_Richardson_mourned	0.92705538387	0.663415586012	0.263639797858
kebab	shami_kebab	drumettes	0.940739997621	0.716881510664	0.223858486957
waffle	unsweetened_bake_chocolate	Chiclone_buffets_Illinois	0.754658272267	0.651652018458	0.103006253809
sandy	sandy_beach	ponds_waterfalls	0.924914874772	0.719750322769	0.205164552003
plane	propeller_plane	IWEBE	0.92409171701	0.625771730696	0.298319986314
food	organic_food	salads_sandwiches_soups	0.914065848991	0.737196091187	0.176869757804
fossil	ammonite	threedimensional	0.792509953991	0.626569409924	0.165940544067
fountain	fountain	moat_drawbridge	1.0	0.692974098391	0.307025901609
science	forensic_science	astronomy_geology	0.909799394363	0.801189156244	0.108610238119
golf	golf	hiking_biking_boating	1.0	0.685050621573	0.314949378427
artist	abstract_art	tile_carpentry_sheetrock	0.794595503559	0.633471585938	0.161123917621
data	information_technology	MookieTheCat	0.774129070211	0.621354452572	0.152774617639
fillet	fillet	marinated_tofu	1.0	0.79313485613	0.20686514387
fingers	clean_hand	tile_carpentry_sheetrock	0.708763532402	0.566132897914	0.142630634488
sharp	sharp_point	UDBKL	0.890013456957	0.612273402514	0.277740054443
windmill	wind_turbine	geothermal_hydro	0.816855372547	0.706832430734	0.110022941813
kayak	kayak	boating_kayaking	1.0	0.859778426343	0.140221573657
atlas	picture_dictionary	terra_cotta_busts	0.725371501988	0.622333244157	0.103038257831
man	blonde_person	UDBKL	0.791110415637	0.663555110357	0.12755530528
thread	thread_pool_pattern	Hand_quilting	0.854127020368	0.627513982349	0.226613038019
avocado	avocado	pureed_cauliflower	1.0	0.799744755745	0.200255244255
